date,visits,donations,average_donation_value,region
2023-09-15,103,93,77.14,Australia
2023-05-11,196,16,122.34,Africa
2023-06-23,882,152,39.63,Asia
2023-07-08,516,268,29.62,North America
2023-09-24,40,34,148.46,North America
2023-04-18,303,187,52.29,Africa
2023-10-07,405,261,191.12,South America
2023-09-04,393,344,165.15,Asia
2023-06-20,78,69,148.88,South America
2023-09-02,608,411,47.19,Africa
2023-04-03,585,547,92.71,North America
2023-08-31,608,224,20.65,Australia
2023-08-05,233,28,125.05,Asia
2023-05-22,899,483,6.44,South America
2023-12-11,901,401,143.69,Australia
2023-10-18,88,60,5.94,North America
2023-01-11,680,479,88.8,Africa
2023-07-31,617,580,164.46,Asia
2023-04-20,264,125,188.36,Europe
2023-06-09,806,510,176.96,Australia
2023-12-16,490,124,191.92,Europe
2023-10-10,941,118,20.41,Asia
2023-06-10,440,172,175.14,Europe
2023-09-19,478,454,133.7,Asia
2023-07-01,696,327,65.88,North America
2023-08-01,756,524,53.7,Asia
2023-07-21,36,34,97.22,Africa
2023-01-04,572,410,99.91,Africa
2023-07-21,120,30,199.88,Africa
2023-10-28,215,56,159.45,South America
2023-09-02,653,541,26.02,Asia
2023-02-19,342,103,95.38,Asia
2023-06-16,877,65,179.42,Australia
2023-06-17,341,133,47.81,Asia
2023-11-12,283,217,61.36,North America
2023-11-04,220,210,64.66,Australia
2023-05-28,538,314,174.33,South America
2023-02-17,453,26,30.82,Australia
2023-08-08,818,718,124.33,Africa
2023-12-18,73,43,116.05,Australia
2023-02-20,807,777,9.82,Australia
2023-03-20,805,515,173.58,Asia
2023-10-20,61,35,48.74,Asia
2023-04-21,820,191,99.71,Africa
2023-10-12,768,371,94.6,Asia
2023-12-14,156,114,61.08,Asia
2023-09-26,71,39,75.19,Africa
2023-08-29,806,616,141.77,Europe
2023-05-18,660,345,163.15,Africa
2023-06-04,402,240,154.59,Australia
2023-06-20,923,828,143.35,North America
2023-02-17,58,23,5.86,South America
2023-02-08,977,372,165.25,South America
2023-06-13,676,17,158.41,South America
2023-11-20,69,52,16.17,Africa
2023-07-18,85,46,188.25,Australia
2023-11-26,119,98,76.47,Asia
2023-10-14,224,39,167.66,Africa
2023-03-14,894,113,125.98,Europe
2023-12-02,170,125,20.17,Europe
2023-03-28,605,417,101.9,Australia
2023-08-08,831,477,58.97,South America
2023-10-09,405,239,96.21,South America
2023-09-05,681,666,159.08,Asia
2023-05-14,439,33,129.11,North America
2023-04-12,412,178,179.08,Europe
2023-03-22,466,167,125.04,Europe
2023-05-17,405,145,171.76,Asia
2023-07-28,167,92,27.34,Asia
2023-02-14,498,138,40.36,Asia
2023-12-28,99,84,84.48,Australia
2023-06-08,199,166,166.09,North America
2023-06-07,709,489,24.73,Asia
2023-09-29,384,286,21.42,Australia
2023-10-08,866,268,48.91,Asia
2023-07-05,489,183,102.92,South America
2023-05-14,753,200,123.02,Africa
2023-05-24,655,500,31.88,Europe
2023-07-25,901,430,172.77,North America
2023-02-23,449,261,192.44,South America
2023-07-23,380,330,171.58,Asia
2023-06-13,492,286,70.94,Europe
2023-07-05,779,487,76.4,North America
2023-08-02,234,20,190.21,Australia
2023-09-04,305,119,54.62,Australia
2023-04-05,798,170,47.18,Asia
2023-02-24,741,427,9.85,Europe
2023-09-30,501,491,78.96,Europe
2023-12-06,524,246,79.87,South America
2023-07-28,58,26,6.16,North America
2023-02-15,610,444,184.99,Australia
2023-03-15,295,49,70.21,North America
2023-05-27,896,873,54.74,South America
2023-03-02,580,128,199.44,Australia
2023-09-04,581,437,53.72,Australia
2023-01-13,683,113,59.7,Asia
2023-04-05,573,494,161.99,Africa
2023-04-28,469,219,147.4,North America
2023-03-14,329,70,69.23,Africa
2023-11-02,826,761,148.02,North America
2023-12-10,209,158,59.97,South America
2023-05-08,727,395,145.31,Australia
2023-01-23,472,198,83.62,South America
2023-03-17,855,660,28.07,Asia
2023-08-06,572,108,43.64,South America
2023-05-12,401,352,148.02,North America
2023-01-16,423,51,189.64,Europe
2023-03-28,424,194,98.0,Africa
2023-11-22,385,55,27.44,South America
2023-02-07,753,523,37.61,Africa
2023-01-21,601,505,141.74,Europe
2023-08-29,778,438,40.07,North America
2023-08-11,156,124,60.78,Australia
2023-12-03,109,96,117.75,North America
2023-11-25,790,144,40.37,Asia
2023-07-13,579,266,188.73,Europe
2023-07-08,724,528,11.45,Europe
2023-12-03,476,305,82.15,North America
2023-10-22,165,54,60.07,Europe
2023-03-02,638,250,124.78,Europe
2023-09-13,563,154,185.11,South America
2023-02-06,280,187,183.33,North America
2023-02-10,21,13,87.63,Africa
2023-02-27,613,214,70.27,Africa
2023-04-13,572,439,34.77,Australia
2023-10-01,601,22,97.82,Asia
2023-08-12,949,478,103.19,Australia
2023-08-20,358,194,15.26,Africa
2023-03-26,951,413,150.08,South America
2023-01-22,739,468,89.15,Europe
2023-08-20,182,20,176.55,South America
2023-03-26,710,216,136.87,Africa
2023-04-22,224,211,77.75,Australia
2023-08-12,817,779,152.67,South America
2023-11-01,29,11,43.35,North America
2023-08-14,626,624,38.24,Africa
2023-08-08,112,51,184.72,Europe
2023-12-06,593,17,67.77,Australia
2023-07-17,737,389,12.05,Africa
2023-04-09,956,718,48.0,Australia
2023-08-12,873,333,141.41,Australia
2023-11-07,848,231,39.12,Europe
2023-05-13,875,822,169.38,North America
2023-04-08,262,114,173.21,Australia
2023-11-09,693,627,103.29,Europe
2023-03-14,318,93,129.53,Asia
2023-04-22,198,32,43.31,South America
2023-07-30,919,583,134.04,Europe
2023-10-18,925,803,180.64,Europe
2023-05-28,632,351,89.45,South America
2023-10-07,453,101,111.06,Africa
2023-04-12,34,31,195.07,Asia
2023-10-19,20,17,26.45,Asia
2023-12-31,886,626,56.5,South America
2023-10-20,354,191,65.04,Africa
2023-10-10,323,267,120.54,Europe
2023-03-03,618,384,92.16,Australia
2023-08-29,901,128,42.7,Asia
2023-03-29,564,28,142.53,Africa
2023-06-14,773,365,142.63,Africa
2023-12-29,503,118,127.95,North America
2023-02-09,560,411,131.4,North America
2023-05-18,930,124,10.44,North America
2023-05-25,450,29,198.98,Africa
2023-05-30,61,12,7.33,South America
2023-06-30,204,193,80.15,Africa
2023-06-28,566,455,114.82,South America
2023-09-20,793,201,74.54,North America
2023-03-08,162,7,144.7,North America
2023-08-31,926,670,154.39,Asia
2023-01-01,497,214,166.5,South America
2023-05-04,175,74,60.81,North America
2023-08-12,849,849,11.19,Asia
2023-11-01,242,90,117.96,Asia
2023-06-04,889,484,14.31,Asia
2023-12-28,526,369,197.58,South America
2023-04-03,339,107,104.08,Australia
2023-04-01,26,0,0.0,North America
2023-08-22,790,110,118.74,Africa
2023-01-15,644,194,65.27,Africa
2023-04-02,20,19,100.36,North America
2023-12-19,207,157,15.98,North America
2023-09-10,762,568,193.53,Europe
2023-12-29,516,180,14.04,Africa
2023-04-05,804,583,23.03,South America
2023-03-19,187,121,25.61,Asia
2023-09-18,610,386,188.55,Africa
2023-12-25,828,143,124.4,South America
2023-07-16,113,98,131.86,North America
2023-05-07,471,129,36.72,Africa
2023-01-23,364,225,160.3,Africa
2023-04-21,286,91,95.33,South America
2023-12-11,738,169,168.22,Asia
2023-06-22,659,509,57.51,Asia
2023-08-13,785,433,31.21,Asia
2023-03-21,144,90,148.15,Australia
2023-09-16,261,33,72.28,North America
2023-12-10,56,56,188.84,Australia
2023-02-05,836,158,23.49,Europe
2023-10-05,619,26,109.47,South America
2023-12-14,378,57,81.48,Asia
2023-08-02,368,368,71.47,Asia
2023-11-14,638,453,121.3,Europe
2023-09-16,502,35,147.98,Europe
2023-06-19,150,104,7.28,South America
2023-11-15,444,230,48.85,Africa
2023-01-22,917,727,40.01,Africa
2023-10-28,468,421,72.89,South America
2023-02-18,365,105,98.22,Europe
2023-08-11,616,507,179.98,North America
2023-08-06,623,438,84.99,Asia
2023-10-26,180,146,193.93,Australia
2023-07-30,217,213,50.25,Europe
2023-11-24,373,72,138.21,Europe
2023-06-19,542,238,30.05,Africa
2023-08-08,94,61,124.08,Asia
2023-06-06,30,2,118.29,North America
2023-06-12,823,249,101.44,North America
2023-04-14,570,521,32.42,South America
2023-02-27,183,39,120.1,Asia
2023-02-04,488,220,86.72,Australia
2023-03-03,200,193,163.27,Asia
2023-10-21,731,292,27.97,Asia
2023-11-24,631,44,95.98,Africa
2023-11-30,852,2,147.45,Asia
2023-07-31,664,33,25.65,South America
2023-06-28,472,147,116.86,North America
2023-03-06,795,639,196.99,Europe
2023-01-17,446,304,36.24,South America
2023-06-14,232,75,182.17,North America
2023-02-22,873,480,175.61,Africa
2023-03-22,306,116,175.17,Africa
2023-11-09,320,66,169.04,Australia
2023-06-16,114,80,42.3,South America
2023-08-16,250,93,151.96,Europe
2023-08-28,971,392,79.05,Europe
2023-06-25,768,402,13.01,Australia
2023-08-31,802,4,53.58,Australia
2023-05-20,469,420,29.83,North America
2023-10-02,985,748,15.19,North America
2023-05-12,664,122,128.23,Europe
2023-10-18,951,682,90.92,Asia
2023-08-06,848,746,156.95,Europe
2023-05-31,775,247,195.35,Australia
2023-11-10,554,454,26.8,Africa
2023-04-18,837,345,87.6,Australia
2023-02-23,20,5,167.03,North America
2023-11-04,285,120,186.25,Asia
2023-08-29,424,387,6.96,Africa
2023-07-05,361,189,103.88,Australia
2023-11-26,247,115,193.33,North America
2023-07-27,180,18,111.79,Africa
2023-08-22,413,249,58.47,North America
2023-11-11,822,802,131.76,Australia
2023-02-19,235,177,106.16,Asia
2023-05-09,434,417,124.81,Europe
2023-12-28,289,95,34.21,Australia
2023-09-04,210,170,148.81,Africa
2023-07-22,580,565,105.18,Europe
2023-09-23,136,78,83.11,Australia
2023-02-18,610,552,185.86,Europe
2023-07-05,916,792,57.6,Australia
2023-01-28,390,380,121.09,Asia
2023-11-04,255,227,137.99,Africa
2023-05-11,585,290,76.28,Africa
2023-04-02,306,61,174.01,North America
2023-04-12,478,320,44.22,North America
2023-09-06,895,633,134.05,South America
2023-07-14,294,69,182.98,Africa
2023-09-04,522,70,152.92,Africa
2023-01-31,217,58,125.81,Europe
2023-01-12,22,5,163.24,Europe
2023-01-12,234,150,46.58,Europe
2023-10-24,323,307,95.76,Africa
2023-05-31,44,24,89.4,North America
2023-02-03,656,509,84.74,Asia
2023-04-30,419,93,184.93,South America
2023-03-23,219,219,170.93,South America
2023-12-03,215,73,181.8,South America
2023-09-03,791,321,52.83,North America
2023-03-14,738,566,123.53,North America
2023-01-21,94,12,100.43,South America
2023-01-05,663,109,161.53,North America
2023-07-04,557,96,148.97,South America
2023-04-05,907,61,59.65,North America
2023-04-26,273,148,106.04,South America
2023-05-07,152,70,31.94,Australia
2023-07-23,486,433,173.26,South America
2023-08-06,243,196,76.28,Asia
2023-01-02,482,297,162.02,Asia
2023-09-26,220,55,146.18,North America
2023-06-28,408,397,94.79,South America
2023-11-12,671,634,63.94,Africa
2023-03-21,198,83,124.9,Africa
2023-10-21,634,596,172.5,Asia
2023-01-19,288,75,144.1,South America
2023-12-31,304,182,157.11,North America
2023-08-12,259,145,186.24,Africa
2023-01-22,331,134,197.51,Asia
2023-12-26,988,386,98.14,Australia
2023-04-19,415,157,42.39,North America
2023-01-11,779,369,35.93,South America
2023-04-06,882,333,197.72,North America
2023-10-17,539,172,44.25,Africa
2023-10-07,705,371,128.35,Africa
2023-08-02,885,190,161.66,Europe
2023-01-22,559,324,117.42,Europe
2023-08-21,204,49,82.33,Africa
2023-10-02,159,49,105.94,South America
2023-07-26,118,48,160.95,North America
2023-06-14,807,267,169.13,South America
2023-06-20,369,337,92.04,Asia
2023-07-26,282,69,125.42,Europe
2023-10-20,442,289,139.64,South America
2023-03-22,542,518,57.34,Asia
2023-05-16,346,133,160.12,South America
2023-05-29,788,87,145.46,Asia
2023-07-31,542,450,184.72,Australia
2023-05-18,374,362,100.56,Asia
2023-03-22,331,224,178.73,North America
2023-01-31,424,34,179.43,Africa
2023-11-30,446,290,24.83,Asia
2023-04-28,90,61,125.49,Australia
2023-11-08,756,273,94.56,Asia
2023-05-21,225,161,20.86,South America
2023-05-15,810,691,10.59,Australia
2023-04-07,129,42,139.77,Australia
2023-04-21,33,16,151.66,Asia
2023-07-01,15,15,48.37,Europe
2023-02-19,643,554,166.5,South America
2023-12-11,83,4,14.36,South America
2023-03-31,891,77,43.79,Australia
2023-12-10,700,191,18.6,North America
2023-02-18,201,89,181.81,Europe
2023-03-01,971,56,11.22,Europe
2023-06-01,742,537,183.36,Australia
2023-01-13,129,92,90.3,Africa
2023-05-11,125,67,164.45,Europe
2023-11-11,914,883,167.37,South America
2023-09-17,596,405,162.31,Australia
2023-12-18,426,380,77.4,Africa
2023-06-24,594,539,187.62,North America
2023-09-05,313,189,71.91,Africa
2023-11-02,64,63,114.78,South America
2023-07-29,158,158,192.48,Asia
2023-09-07,725,92,45.35,Africa
2023-06-25,174,34,32.69,Asia
2023-03-06,638,397,116.1,South America
2023-05-26,547,179,155.27,Australia
2023-11-12,583,323,47.51,Africa
2023-04-28,94,62,114.52,Asia
2023-07-18,94,11,154.83,Asia
2023-01-15,105,96,99.4,South America
2023-11-15,205,107,34.82,Europe
2023-04-06,397,138,118.93,South America
2023-11-09,72,51,13.76,Asia
2023-03-25,675,621,180.97,Asia
2023-09-11,395,302,33.44,North America
2023-08-03,491,97,128.76,South America
2023-10-22,310,78,68.19,North America
2023-01-06,554,291,5.13,South America
2023-08-27,840,764,123.62,Asia
2023-12-28,322,233,111.64,Australia
2023-01-23,270,135,14.82,South America
2023-04-13,182,116,20.0,Australia
2023-11-05,579,517,41.93,Africa
2023-04-14,866,758,178.62,Asia
2023-03-29,905,231,92.13,North America
2023-09-12,159,91,133.27,Australia
2023-11-08,537,305,193.61,Europe
2023-04-28,947,639,31.69,Africa
2023-01-07,97,71,158.19,South America
2023-03-24,699,55,124.77,Europe
2023-03-14,865,800,59.66,Australia
2023-03-05,940,152,6.57,Asia
2023-12-22,346,194,177.53,South America
2023-08-25,126,59,152.92,Asia
2023-08-18,94,51,141.0,Asia
2023-03-25,10,7,35.78,Europe
2023-01-25,877,709,163.2,South America
2023-05-06,259,120,36.81,South America
2023-10-22,295,174,175.37,North America
2023-01-05,310,128,97.79,Africa
2023-06-02,775,602,15.5,Africa
2023-02-16,424,359,153.39,Europe
2023-08-23,543,159,44.28,South America
2023-04-07,674,257,59.78,Africa
2023-07-23,861,8,73.59,Australia
2023-01-31,176,46,152.09,Asia
2023-09-17,348,106,14.61,Australia
2023-08-09,326,182,155.02,North America
2023-08-11,703,591,101.21,Africa
2023-11-02,337,279,16.74,Africa
2023-07-17,181,71,88.79,Africa
2023-06-29,601,218,94.57,Europe
2023-05-14,749,529,75.09,Europe
2023-02-25,394,29,27.63,North America
2023-06-30,672,408,177.12,Asia
2023-03-14,698,30,13.37,Australia
2023-02-08,930,111,156.84,Asia
2023-05-22,158,57,50.84,Africa
2023-09-01,617,92,6.13,South America
2023-04-01,630,344,58.82,South America
2023-04-28,457,29,146.68,North America
2023-06-14,772,501,78.59,Australia
2023-04-09,202,107,56.89,Australia
2023-03-30,467,151,126.77,Australia
2023-07-18,978,438,169.31,South America
2023-02-06,195,170,195.25,Australia
2023-12-12,237,158,105.42,Africa
2023-09-18,589,554,158.66,Europe
2023-01-20,891,614,126.0,Africa
2023-11-16,662,119,18.53,North America
2023-11-14,245,177,131.6,Africa
2023-03-18,141,40,141.13,Australia
2023-09-07,690,232,167.48,Europe
2023-09-21,599,115,15.5,South America
2023-05-25,941,196,43.09,North America
2023-04-24,245,200,125.37,Africa
2023-11-15,36,19,87.92,Europe
2023-09-26,685,61,149.63,Australia
2023-07-08,745,196,50.21,Europe
2023-05-16,93,12,191.27,Europe
2023-12-03,584,165,25.3,Europe
2023-05-13,165,38,34.76,Australia
2023-07-18,162,121,14.85,Australia
2023-07-26,28,0,0.0,Europe
2023-10-25,656,98,119.79,South America
2023-12-30,534,424,89.35,South America
2023-12-07,737,306,27.63,North America
2023-05-24,530,105,128.68,Asia
2023-01-07,324,45,188.29,North America
2023-06-11,589,326,169.23,Asia
2023-01-03,423,1,159.8,Africa
2023-12-13,938,312,98.8,Asia
2023-04-17,23,23,150.15,Asia
2023-03-29,537,479,139.62,North America
2023-09-25,138,129,67.63,Europe
2023-10-02,708,242,27.42,Africa
2023-12-18,183,148,96.73,Asia
2023-09-21,56,14,75.96,South America
2023-10-03,183,76,138.02,Europe
2023-02-08,205,185,78.47,North America
2023-05-05,494,27,64.15,North America
2023-12-05,688,522,96.47,Asia
2023-01-26,835,89,133.91,Asia
2023-06-21,459,399,159.36,South America
2023-11-20,110,23,145.86,Australia
2023-01-27,135,15,65.0,Europe
2023-06-09,58,16,173.04,Europe
2023-04-17,496,11,125.02,Australia
2023-10-26,848,97,164.63,Africa
2023-06-07,116,35,175.93,South America
2023-10-08,975,272,161.79,Africa
2023-08-05,61,21,102.62,Asia
2023-09-16,171,73,38.72,Africa
2023-08-25,586,389,46.62,Asia
2023-10-09,367,198,100.94,Asia
2023-10-07,389,218,30.74,North America
2023-03-26,823,708,103.88,Asia
2023-06-17,478,432,180.48,South America
2023-10-12,814,352,125.94,South America
2023-12-25,229,6,60.07,Asia
2023-02-07,843,657,182.34,Australia
2023-01-12,196,32,151.46,Asia
2023-11-01,810,392,93.26,North America
2023-12-28,266,15,28.49,Asia
2023-06-12,35,20,82.66,North America
2023-11-29,65,32,11.75,Africa
2023-10-12,14,4,95.25,Africa
2023-05-18,873,641,109.94,Asia
2023-12-07,35,10,139.98,Europe
2023-05-31,968,254,60.76,Australia
2023-05-28,395,91,162.13,Asia
2023-07-09,327,182,18.54,Europe
2023-10-15,544,7,190.73,Australia
2023-12-05,157,107,11.84,Australia
2023-11-27,774,710,183.33,South America
2023-03-31,818,126,186.44,Europe
2023-11-09,444,386,91.24,Asia
2023-05-26,725,386,42.45,North America
2023-07-13,330,312,31.27,South America
2023-08-26,645,257,86.38,Europe
2023-05-16,143,98,166.09,Asia
2023-03-24,325,42,187.13,North America
2023-11-28,353,124,113.32,South America
2023-05-02,820,301,32.36,Asia
2023-03-26,507,249,142.18,North America
2023-01-19,771,77,135.27,South America
2023-08-24,63,8,46.33,Europe
2023-09-01,933,161,108.66,Asia
2023-11-15,780,350,133.73,South America
2023-07-10,369,91,189.14,Australia
2023-11-17,881,224,64.44,North America
2023-02-12,280,133,154.75,Australia
2023-04-02,443,329,19.36,Australia
2023-03-05,169,118,124.49,Africa
2023-09-03,877,190,17.94,Africa
2023-01-01,913,184,144.24,Asia
2023-02-17,635,50,136.74,Europe
2023-07-14,415,380,41.13,Europe
2023-07-27,289,114,69.26,South America
2023-06-12,567,63,132.08,Africa
2023-08-04,986,141,16.57,Europe
2023-02-06,633,369,173.22,North America
2023-12-27,736,373,97.3,South America
2023-11-23,701,136,185.46,Africa
2023-09-13,575,25,192.21,Australia
2023-12-10,901,255,95.96,North America
2023-04-05,134,11,184.39,South America
2023-09-11,393,251,62.6,North America
2023-10-05,620,524,24.7,Africa
2023-05-25,658,167,80.02,North America
2023-12-28,226,50,111.64,Asia
2023-07-23,457,269,61.09,North America
2023-01-09,771,80,189.91,North America
2023-07-15,590,381,178.0,Australia
2023-12-06,342,222,101.17,South America
2023-11-14,306,83,23.21,Australia
2023-02-27,596,340,37.19,South America
2023-06-23,103,94,85.81,Africa
2023-09-24,670,123,91.47,Australia
2023-11-15,658,31,95.16,Europe
2023-09-17,554,186,186.12,Africa
2023-08-22,268,183,129.18,Africa
2023-03-20,622,493,166.16,South America
2023-01-17,271,253,172.91,Africa
2023-05-30,575,145,87.56,North America
2023-08-03,880,408,122.41,Europe
2023-07-25,172,102,141.41,Asia
2023-04-02,821,572,29.68,North America
2023-07-14,448,150,59.91,Africa
2023-05-10,420,41,89.37,Africa
2023-01-07,173,104,109.61,Africa
2023-08-27,444,271,98.11,North America
2023-04-16,125,28,142.75,Asia
2023-06-16,285,98,114.74,Australia
2023-11-28,859,263,161.71,Australia
2023-08-13,269,20,105.64,Africa
2023-02-13,786,405,17.02,Europe
2023-09-02,703,403,109.9,Asia
2023-09-09,603,146,119.81,Australia
2023-09-22,72,58,195.98,Africa
2023-04-19,285,27,39.91,North America
2023-05-14,826,615,55.86,Asia
2023-04-21,731,682,17.9,North America
2023-10-12,399,329,72.52,Australia
2023-10-15,322,94,99.09,Europe
2023-08-03,290,83,153.64,Africa
2023-11-24,692,465,27.99,North America
2023-11-11,565,292,78.96,Africa
2023-04-26,846,108,181.41,Europe
2023-03-20,541,397,62.53,Europe
2023-05-11,250,153,16.4,South America
2023-10-09,762,7,34.59,South America
2023-08-14,234,94,114.45,Asia
2023-12-12,94,56,97.41,Africa
2023-04-19,984,183,112.41,North America
2023-11-24,50,1,28.39,Europe
2023-03-04,315,15,65.79,Europe
2023-09-06,369,83,168.06,Europe
2023-07-18,893,382,46.28,Australia
2023-04-01,794,34,61.98,North America
2023-07-12,23,4,25.36,Europe
2023-03-05,36,13,97.68,Asia
2023-08-06,109,62,11.7,Africa
2023-11-12,207,142,193.85,North America
2023-09-16,996,592,161.47,Europe
2023-12-19,856,739,179.16,Australia
2023-03-11,978,955,172.36,North America
2023-01-20,205,55,156.25,South America
2023-10-12,791,82,46.02,North America
2023-04-10,322,169,21.79,South America
2023-08-04,561,317,156.74,Africa
2023-09-04,950,461,14.22,Australia
2023-12-05,235,138,142.94,Asia
2023-04-05,675,4,96.32,South America
2023-08-14,71,10,192.39,Australia
2023-09-29,370,109,182.45,Africa
2023-09-26,331,107,56.04,South America
2023-06-05,573,445,159.05,Australia
2023-12-24,717,100,58.41,Europe
2023-06-27,417,388,28.91,South America
2023-08-12,875,81,75.37,North America
2023-05-30,755,661,147.1,Asia
2023-08-14,978,566,83.53,Europe
2023-01-07,780,558,115.09,Europe
2023-10-04,585,459,135.28,Europe
2023-05-04,85,64,129.92,North America
2023-11-29,81,47,74.1,North America
2023-06-21,399,45,18.34,Australia
2023-09-25,123,121,188.44,Australia
2023-05-13,204,46,58.44,North America
2023-10-18,928,438,112.3,Asia
2023-08-22,553,38,165.97,Europe
2023-11-12,949,771,193.73,Europe
2023-08-10,898,465,170.96,Africa
2023-12-26,762,37,59.0,Europe
2023-05-17,656,269,166.1,Australia
2023-11-17,173,50,62.32,Asia
2023-09-23,500,479,164.1,Australia
2023-08-02,101,68,96.52,Europe
2023-02-12,195,118,81.41,Australia
2023-03-17,506,31,82.11,Africa
2023-01-20,514,403,144.04,Africa
2023-05-21,372,163,174.06,North America
2023-12-31,562,390,114.57,Asia
2023-06-25,869,386,104.94,Europe
2023-02-24,507,337,106.22,South America
2023-09-29,93,13,80.37,South America
2023-09-29,383,130,102.3,Australia
2023-03-17,336,84,162.34,South America
2023-05-30,803,577,172.45,Asia
2023-06-03,811,90,190.95,South America
2023-03-10,462,355,154.25,Africa
2023-02-21,467,31,92.87,Australia
2023-06-16,749,226,83.33,Asia
2023-07-06,543,435,133.34,Africa
2023-10-19,69,64,61.68,Asia
2023-01-06,313,157,155.52,North America
2023-07-23,866,673,190.14,Australia
2023-05-09,166,52,160.5,South America
2023-05-16,151,129,159.0,Asia
2023-09-18,315,10,126.75,Africa
2023-12-03,487,403,128.97,Asia
2023-09-08,388,201,5.05,South America
2023-08-16,146,39,136.44,Australia
2023-04-26,218,148,62.92,Asia
2023-04-14,878,305,123.84,Australia
2023-05-22,957,910,93.84,North America
2023-07-21,709,120,14.4,Asia
2023-10-10,313,43,95.55,Africa
2023-10-26,356,202,184.99,Australia
2023-07-10,967,672,120.4,Australia
2023-09-08,552,245,80.5,Australia
2023-08-04,183,154,57.94,North America
2023-02-24,568,15,76.09,North America
2023-04-13,508,439,182.67,Australia
2023-01-11,749,691,165.57,Europe
2023-05-22,78,75,48.43,Africa
2023-11-05,740,665,141.91,North America
2023-09-24,297,67,54.34,South America
2023-12-23,280,214,137.66,Europe
2023-10-19,520,411,13.6,Australia
2023-12-16,422,293,107.7,North America
2023-01-22,573,513,12.79,South America
2023-05-27,213,150,6.03,Europe
2023-02-06,876,496,160.39,South America
2023-07-16,107,17,90.77,Australia
2023-03-02,814,271,187.35,Europe
2023-06-24,683,261,7.99,North America
2023-03-26,352,301,54.62,Australia
2023-11-02,954,68,157.61,North America
2023-08-31,823,741,49.26,Asia
2023-02-05,675,307,179.38,Africa
2023-02-09,50,37,124.42,North America
2023-10-06,841,110,12.85,North America
2023-12-15,416,64,191.31,Europe
2023-06-07,991,702,127.85,North America
2023-08-09,810,514,131.93,Africa
2023-05-24,555,81,105.52,Africa
2023-09-29,831,704,159.2,North America
2023-06-28,488,16,170.73,South America
2023-09-18,792,331,153.65,South America
2023-09-10,989,108,166.23,Asia
2023-10-10,788,768,134.97,Africa
2023-10-15,351,258,96.17,Australia
2023-08-01,222,97,96.99,Europe
2023-10-09,824,373,182.41,Africa
2023-12-16,834,377,148.4,North America
2023-12-23,292,57,47.2,Australia
2023-03-11,132,1,134.07,South America
2023-03-30,746,176,48.33,South America
2023-06-20,375,199,76.48,South America
2023-04-03,410,96,126.02,North America
2023-12-30,468,416,83.58,Asia
2023-08-17,897,450,22.27,Asia
2023-07-26,611,444,150.12,Asia
2023-02-25,12,9,192.73,Australia
2023-12-04,495,176,50.29,Australia
2023-08-28,873,721,160.01,South America
2023-06-07,467,335,143.96,North America
2023-05-29,218,6,84.28,Africa
2023-03-10,643,279,15.64,Europe
2023-12-19,114,4,30.24,Australia
2023-05-09,217,217,140.06,Asia
2023-11-17,815,815,46.23,Europe
2023-01-17,592,367,15.6,Australia
2023-09-13,994,89,95.59,Australia
2023-03-03,239,186,140.43,South America
2023-01-02,362,296,146.6,Australia
2023-04-21,717,35,124.85,North America
2023-08-19,628,398,150.96,South America
2023-12-25,551,297,98.12,Australia
2023-02-01,210,94,9.47,Europe
2023-12-05,987,69,92.87,Europe
2023-12-28,659,341,189.92,Australia
2023-04-11,482,331,193.62,Africa
2023-12-23,874,849,45.53,Europe
2023-12-24,998,358,102.66,Australia
2023-07-23,87,11,110.18,Australia
2023-06-17,961,799,95.65,Africa
2023-11-05,133,55,103.0,Asia
2023-01-13,50,35,198.51,Europe
2023-01-20,676,675,39.03,North America
2023-12-28,885,607,30.86,Europe
2023-04-20,885,390,154.32,Asia
2023-03-17,894,402,60.24,Australia
2023-04-15,216,5,148.93,North America
2023-08-30,983,289,124.12,Asia
2023-05-17,946,417,44.31,Australia
2023-09-29,49,12,62.76,Asia
2023-05-01,63,16,185.95,South America
2023-12-26,402,187,36.63,Asia
2023-08-20,338,138,56.04,Asia
2023-09-22,666,128,28.78,Australia
2023-05-28,61,50,20.88,Europe
2023-03-29,716,512,79.62,North America
2023-07-06,212,39,24.72,Europe
2023-11-27,922,12,56.25,Australia
2023-03-02,722,171,12.91,Australia
2023-07-27,409,401,75.07,North America
2023-06-20,296,238,147.1,Europe
2023-02-13,182,94,165.43,Europe
2023-02-23,479,75,119.47,North America
2023-03-04,574,220,32.64,Africa
2023-01-16,737,168,122.7,North America
2023-02-03,643,359,146.41,South America
2023-02-01,981,715,166.16,Asia
2023-01-28,382,172,163.14,North America
2023-03-02,595,31,82.79,Africa
2023-11-13,489,188,93.9,Asia
2023-05-27,551,315,168.82,Africa
2023-04-23,946,336,144.68,Africa
2023-07-15,313,73,131.81,Africa
2023-07-13,50,7,81.21,North America
2023-02-01,262,34,173.11,Australia
2023-11-08,690,226,12.21,Europe
2023-03-15,99,99,66.43,Australia
2023-07-08,487,476,35.49,Asia
2023-06-07,952,683,128.96,Australia
2023-03-05,461,160,28.44,Asia
2023-04-16,481,297,68.76,Asia
2023-04-02,401,184,109.05,Asia
2023-07-09,644,318,93.63,Asia
2023-03-08,870,89,108.64,Europe
2023-03-16,881,457,118.08,Australia
2023-06-19,651,20,47.98,South America
