date,visits,donations,average_donation_value,region,total_donation_value,quarter,month,day_of_week
2023-10-26,776,574,130.18,Asia,74723.32,2023Q4,10,Thursday
2023-10-22,36,23,6.04,Australia,138.92,2023Q4,10,Sunday
2023-01-01,772,605,172.18,North America,104168.90000000001,2023Q1,1,Sunday
2023-10-31,20,13,115.52,Africa,1501.76,2023Q4,10,Tuesday
2023-07-23,948,274,104.86,Asia,28731.64,2023Q3,7,Sunday
2023-09-22,94,69,107.89,Europe,7444.41,2023Q3,9,Friday
2023-02-16,349,22,166.54,Australia,3663.8799999999997,2023Q1,2,Thursday
2023-04-25,621,541,64.41,Africa,34845.81,2023Q2,4,Tuesday
2023-03-30,548,24,35.05,Australia,841.1999999999999,2023Q1,3,Thursday
2023-05-24,673,454,93.85,Africa,42607.899999999994,2023Q2,5,Wednesday
2023-06-06,538,64,67.95,Australia,4348.8,2023Q2,6,Tuesday
2023-05-19,349,51,34.01,Africa,1734.51,2023Q2,5,Friday
2023-10-12,318,215,25.82,South America,5551.3,2023Q4,10,Thursday
2023-03-24,966,98,174.61,North America,17111.780000000002,2023Q1,3,Friday
2023-11-15,105,84,8.8,Australia,739.2,2023Q4,11,Wednesday
2023-02-09,733,162,138.9,Europe,22501.8,2023Q1,2,Thursday
2023-10-03,343,82,122.47,Europe,10042.539999999999,2023Q4,10,Tuesday
2023-06-04,145,38,134.23,North America,5100.74,2023Q2,6,Sunday
2023-08-16,826,566,35.43,Europe,20053.38,2023Q3,8,Wednesday
2023-04-06,688,237,69.18,Europe,16395.66,2023Q2,4,Thursday
2023-10-18,378,308,137.81,Africa,42445.48,2023Q4,10,Wednesday
2023-03-21,900,331,127.27,South America,42126.369999999995,2023Q1,3,Tuesday
2023-07-22,34,32,15.12,Africa,483.84,2023Q3,7,Saturday
2023-08-26,365,309,92.63,North America,28622.67,2023Q3,8,Saturday
2023-08-22,879,279,54.03,Australia,15074.37,2023Q3,8,Tuesday
2023-04-08,334,63,146.22,South America,9211.86,2023Q2,4,Saturday
2023-10-23,958,631,181.96,Australia,114816.76000000001,2023Q4,10,Monday
2023-07-16,194,132,169.31,Australia,22348.920000000002,2023Q3,7,Sunday
2023-02-17,907,195,24.78,Australia,4832.1,2023Q1,2,Friday
2023-11-14,71,71,187.24,Australia,13294.04,2023Q4,11,Tuesday
2023-05-15,952,229,54.85,South America,12560.65,2023Q2,5,Monday
2023-04-16,857,53,9.41,Australia,498.73,2023Q2,4,Sunday
2023-02-27,724,160,55.94,Asia,8950.4,2023Q1,2,Monday
2023-10-08,534,70,111.82,Africa,7827.4,2023Q4,10,Sunday
2023-05-08,980,687,85.48,Australia,58724.76,2023Q2,5,Monday
2023-08-23,17,3,176.55,North America,529.6500000000001,2023Q3,8,Wednesday
2023-03-30,408,131,121.98,Asia,15979.380000000001,2023Q1,3,Thursday
2023-05-04,239,18,95.98,Australia,1727.64,2023Q2,5,Thursday
2023-08-16,290,152,150.59,South America,22889.68,2023Q3,8,Wednesday
2023-06-15,525,428,6.55,North America,2803.4,2023Q2,6,Thursday
2023-12-07,653,95,135.04,Asia,12828.8,2023Q4,12,Thursday
2023-01-08,933,735,24.06,North America,17684.1,2023Q1,1,Sunday
2023-08-23,576,293,147.55,Australia,43232.15,2023Q3,8,Wednesday
2023-03-02,915,202,142.15,South America,28714.300000000003,2023Q1,3,Thursday
2023-08-06,32,10,148.46,Australia,1484.6000000000001,2023Q3,8,Sunday
2023-03-01,708,238,186.99,North America,44503.62,2023Q1,3,Wednesday
2023-02-10,979,955,39.87,North America,38075.85,2023Q1,2,Friday
2023-06-14,535,166,49.07,North America,8145.62,2023Q2,6,Wednesday
2023-04-19,73,56,141.13,South America,7903.28,2023Q2,4,Wednesday
2023-10-17,115,22,53.98,North America,1187.56,2023Q4,10,Tuesday
2023-08-14,145,11,190.26,Australia,2092.8599999999997,2023Q3,8,Monday
2023-08-04,617,262,148.56,Europe,38922.72,2023Q3,8,Friday
2023-01-04,911,132,58.54,Asia,7727.28,2023Q1,1,Wednesday
2023-03-19,454,239,136.72,North America,32676.079999999998,2023Q1,3,Sunday
2023-01-22,703,413,14.56,North America,6013.280000000001,2023Q1,1,Sunday
2023-01-31,733,588,168.3,Australia,98960.40000000001,2023Q1,1,Tuesday
2023-08-07,931,638,193.56,Asia,123491.28,2023Q3,8,Monday
2023-07-20,70,60,117.8,South America,7068.0,2023Q3,7,Thursday
2023-11-28,307,60,171.22,Australia,10273.2,2023Q4,11,Tuesday
2023-01-16,474,30,44.67,North America,1340.1000000000001,2023Q1,1,Monday
2023-07-03,196,15,164.56,North America,2468.4,2023Q3,7,Monday
2023-02-14,849,667,148.0,Africa,98716.0,2023Q1,2,Tuesday
2023-03-15,365,57,182.75,Europe,10416.75,2023Q1,3,Wednesday
2023-08-02,224,215,31.96,North America,6871.400000000001,2023Q3,8,Wednesday
2023-10-14,228,37,83.89,Europe,3103.93,2023Q4,10,Saturday
2023-04-23,956,632,49.78,Asia,31460.96,2023Q2,4,Sunday
2023-01-01,700,672,62.06,Africa,41704.32,2023Q1,1,Sunday
2023-05-27,24,10,128.96,South America,1289.6000000000001,2023Q2,5,Saturday
2023-10-08,84,35,190.91,Asia,6681.849999999999,2023Q4,10,Sunday
2023-08-10,232,31,194.08,Africa,6016.4800000000005,2023Q3,8,Thursday
2023-12-26,102,81,37.09,Africa,3004.2900000000004,2023Q4,12,Tuesday
2023-11-11,164,154,101.82,Australia,15680.279999999999,2023Q4,11,Saturday
2023-04-20,605,532,43.7,Europe,23248.4,2023Q2,4,Thursday
2023-04-28,154,41,139.3,Europe,5711.3,2023Q2,4,Friday
2023-12-07,159,112,7.52,Australia,842.24,2023Q4,12,Thursday
2023-07-07,625,117,183.92,Asia,21518.64,2023Q3,7,Friday
2023-11-18,211,35,158.49,Australia,5547.150000000001,2023Q4,11,Saturday
2023-12-07,163,13,15.05,South America,195.65,2023Q4,12,Thursday
2023-04-20,936,424,173.88,South America,73725.12,2023Q2,4,Thursday
2023-10-01,263,63,106.84,North America,6730.92,2023Q4,10,Sunday
2023-01-30,232,171,197.54,South America,33779.34,2023Q1,1,Monday
2023-10-17,272,78,125.28,South America,9771.84,2023Q4,10,Tuesday
2023-08-08,844,533,27.41,Asia,14609.53,2023Q3,8,Tuesday
2023-04-16,168,17,165.71,Africa,2817.07,2023Q2,4,Sunday
2023-12-14,942,271,157.24,South America,42612.04,2023Q4,12,Thursday
2023-06-07,693,311,76.35,Australia,23744.85,2023Q2,6,Wednesday
2023-02-11,827,190,9.57,Europe,1818.3,2023Q1,2,Saturday
2023-06-03,579,100,37.35,Africa,3735.0,2023Q2,6,Saturday
2023-08-22,114,44,6.55,Africa,288.2,2023Q3,8,Tuesday
2023-07-29,64,43,46.02,Australia,1978.8600000000001,2023Q3,7,Saturday
2023-09-25,410,366,121.71,Europe,44545.86,2023Q3,9,Monday
2023-12-07,648,494,169.82,North America,83891.08,2023Q4,12,Thursday
2023-09-19,255,62,28.49,South America,1766.3799999999999,2023Q3,9,Tuesday
2023-07-14,979,570,174.07,Europe,99219.9,2023Q3,7,Friday
2023-04-05,377,191,68.88,Asia,13156.08,2023Q2,4,Wednesday
2023-08-04,429,320,151.52,Europe,48486.4,2023Q3,8,Friday
2023-03-02,569,216,39.4,Asia,8510.4,2023Q1,3,Thursday
2023-09-14,311,293,77.97,Africa,22845.21,2023Q3,9,Thursday
2023-11-04,271,213,11.29,South America,2404.77,2023Q4,11,Saturday
2023-12-18,448,315,57.86,South America,18225.9,2023Q4,12,Monday
2023-02-19,930,286,18.29,Asia,5230.94,2023Q1,2,Sunday
2023-12-07,884,660,132.22,Europe,87265.2,2023Q4,12,Thursday
2023-12-11,679,68,123.07,Australia,8368.76,2023Q4,12,Monday
2023-05-09,482,362,56.48,South America,20445.76,2023Q2,5,Tuesday
2023-12-14,593,43,34.54,Europe,1485.22,2023Q4,12,Thursday
2023-04-08,430,290,192.89,North America,55938.1,2023Q2,4,Saturday
2023-10-01,955,587,65.39,North America,38383.93,2023Q4,10,Sunday
2023-11-20,804,607,172.79,Australia,104883.53,2023Q4,11,Monday
2023-07-29,395,276,143.51,South America,39608.759999999995,2023Q3,7,Saturday
2023-11-23,222,44,20.45,Europe,899.8,2023Q4,11,Thursday
2023-12-08,556,266,22.67,Europe,6030.22,2023Q4,12,Friday
2023-10-29,290,151,166.03,Asia,25070.53,2023Q4,10,Sunday
2023-10-10,764,590,119.7,Africa,70623.0,2023Q4,10,Tuesday
2023-02-23,705,525,125.14,North America,65698.5,2023Q1,2,Thursday
2023-09-18,320,283,178.37,South America,50478.71,2023Q3,9,Monday
2023-11-24,697,521,149.48,Europe,77879.08,2023Q4,11,Friday
2023-07-02,424,349,107.09,Europe,37374.41,2023Q3,7,Sunday
2023-07-14,880,583,26.93,Africa,15700.19,2023Q3,7,Friday
2023-01-26,431,85,184.23,South America,15659.55,2023Q1,1,Thursday
2023-11-01,564,271,164.9,Australia,44687.9,2023Q4,11,Wednesday
2023-02-12,290,189,82.72,Africa,15634.08,2023Q1,2,Sunday
2023-08-17,293,235,29.17,Australia,6854.950000000001,2023Q3,8,Thursday
2023-10-19,14,12,196.94,Europe,2363.2799999999997,2023Q4,10,Thursday
2023-02-28,777,213,117.39,South America,25004.07,2023Q1,2,Tuesday
2023-11-11,802,365,96.71,North America,35299.149999999994,2023Q4,11,Saturday
2023-03-01,444,186,130.48,South America,24269.28,2023Q1,3,Wednesday
2023-06-14,360,302,141.91,South America,42856.82,2023Q2,6,Wednesday
2023-05-16,458,140,169.51,Asia,23731.399999999998,2023Q2,5,Tuesday
2023-01-29,686,516,46.18,Europe,23828.88,2023Q1,1,Sunday
2023-09-19,843,559,74.35,Africa,41561.649999999994,2023Q3,9,Tuesday
2023-01-21,342,99,19.58,South America,1938.4199999999998,2023Q1,1,Saturday
2023-10-26,597,240,122.55,Asia,29412.0,2023Q4,10,Thursday
2023-06-27,290,273,55.3,Africa,15096.9,2023Q2,6,Tuesday
2023-06-20,105,60,119.25,Africa,7155.0,2023Q2,6,Tuesday
2023-03-17,31,17,182.38,Australia,3100.46,2023Q1,3,Friday
2023-09-21,303,163,75.78,Africa,12352.14,2023Q3,9,Thursday
2023-07-08,919,781,177.38,South America,138533.78,2023Q3,7,Saturday
2023-10-31,965,332,192.1,Asia,63777.2,2023Q4,10,Tuesday
2023-11-24,994,77,148.6,Asia,11442.199999999999,2023Q4,11,Friday
2023-06-19,672,82,109.7,North America,8995.4,2023Q2,6,Monday
2023-03-19,604,481,156.9,Australia,75468.90000000001,2023Q1,3,Sunday
2023-08-03,597,385,174.74,Australia,67274.90000000001,2023Q3,8,Thursday
2023-01-05,401,284,114.12,North America,32410.08,2023Q1,1,Thursday
2023-07-14,700,244,50.44,South America,12307.359999999999,2023Q3,7,Friday
2023-04-19,683,654,187.98,Europe,122938.92,2023Q2,4,Wednesday
2023-10-05,106,27,189.46,North America,5115.42,2023Q4,10,Thursday
2023-03-28,40,23,47.94,North America,1102.62,2023Q1,3,Tuesday
2023-10-04,916,111,192.33,Australia,21348.63,2023Q4,10,Wednesday
2023-06-23,936,273,191.62,North America,52312.26,2023Q2,6,Friday
2023-01-04,614,214,7.1,South America,1519.3999999999999,2023Q1,1,Wednesday
2023-05-30,549,54,191.18,South America,10323.720000000001,2023Q2,5,Tuesday
2023-06-13,373,99,41.67,Australia,4125.33,2023Q2,6,Tuesday
2023-12-30,512,210,189.63,Asia,39822.299999999996,2023Q4,12,Saturday
2023-07-26,27,7,186.77,South America,1307.39,2023Q3,7,Wednesday
2023-01-16,966,634,126.55,Africa,80232.7,2023Q1,1,Monday
2023-03-31,895,167,167.99,Australia,28054.33,2023Q1,3,Friday
2023-02-05,944,835,60.01,Asia,50108.35,2023Q1,2,Sunday
2023-09-18,438,124,128.15,Africa,15890.6,2023Q3,9,Monday
2023-05-02,810,17,73.76,Europe,1253.92,2023Q2,5,Tuesday
2023-08-17,537,262,79.21,South America,20753.019999999997,2023Q3,8,Thursday
2023-06-06,953,762,137.86,Africa,105049.32,2023Q2,6,Tuesday
2023-03-10,756,588,37.06,Europe,21791.280000000002,2023Q1,3,Friday
2023-11-24,511,16,138.2,Asia,2211.2,2023Q4,11,Friday
2023-08-20,675,494,196.75,Africa,97194.5,2023Q3,8,Sunday
2023-10-13,938,756,84.36,Australia,63776.159999999996,2023Q4,10,Friday
2023-01-21,78,64,146.96,South America,9405.44,2023Q1,1,Saturday
2023-02-27,168,147,32.47,South America,4773.09,2023Q1,2,Monday
2023-12-12,414,358,71.44,Africa,25575.52,2023Q4,12,Tuesday
2023-10-19,208,118,45.82,Europe,5406.76,2023Q4,10,Thursday
2023-12-01,412,217,165.38,Asia,35887.46,2023Q4,12,Friday
2023-11-02,940,89,155.24,North America,13816.36,2023Q4,11,Thursday
2023-02-16,693,109,14.5,Australia,1580.5,2023Q1,2,Thursday
2023-12-17,416,19,155.76,Europe,2959.4399999999996,2023Q4,12,Sunday
2023-10-20,138,119,94.83,Europe,11284.77,2023Q4,10,Friday
2023-01-18,659,141,176.19,Australia,24842.79,2023Q1,1,Wednesday
2023-02-02,946,857,138.29,Africa,118514.53,2023Q1,2,Thursday
2023-01-17,457,99,111.55,Europe,11043.449999999999,2023Q1,1,Tuesday
2023-01-12,253,76,93.04,Africa,7071.040000000001,2023Q1,1,Thursday
2023-09-18,571,165,161.61,Europe,26665.65,2023Q3,9,Monday
2023-01-08,559,78,90.42,Australia,7052.76,2023Q1,1,Sunday
2023-08-27,657,556,27.25,North America,15151.0,2023Q3,8,Sunday
2023-02-03,629,474,173.52,Australia,82248.48000000001,2023Q1,2,Friday
2023-06-13,72,70,138.47,Africa,9692.9,2023Q2,6,Tuesday
2023-11-02,704,539,175.11,Africa,94384.29000000001,2023Q4,11,Thursday
2023-06-02,172,135,65.03,North America,8779.05,2023Q2,6,Friday
2023-09-18,250,25,55.56,Europe,1389.0,2023Q3,9,Monday
2023-01-22,759,743,67.96,Europe,50494.28,2023Q1,1,Sunday
2023-02-18,43,36,149.54,South America,5383.44,2023Q1,2,Saturday
2023-01-12,595,573,14.08,Europe,8067.84,2023Q1,1,Thursday
2023-05-31,113,86,15.59,South America,1340.74,2023Q2,5,Wednesday
2023-09-22,323,272,146.04,Asia,39722.88,2023Q3,9,Friday
2023-04-21,768,589,119.91,Europe,70626.99,2023Q2,4,Friday
2023-03-17,754,394,108.01,Africa,42555.94,2023Q1,3,Friday
2023-07-02,359,296,85.15,Australia,25204.4,2023Q3,7,Sunday
2023-01-05,964,729,97.21,South America,70866.09,2023Q1,1,Thursday
2023-02-15,605,226,39.97,Africa,9033.22,2023Q1,2,Wednesday
2023-12-06,85,85,90.46,North America,7689.099999999999,2023Q4,12,Wednesday
2023-08-14,554,544,73.08,Europe,39755.52,2023Q3,8,Monday
2023-08-31,742,515,116.33,Europe,59909.95,2023Q3,8,Thursday
2023-03-01,344,215,139.67,Australia,30029.049999999996,2023Q1,3,Wednesday
2023-10-05,64,33,86.22,Asia,2845.2599999999998,2023Q4,10,Thursday
2023-01-12,739,298,122.13,Australia,36394.74,2023Q1,1,Thursday
2023-08-21,591,312,173.6,South America,54163.2,2023Q3,8,Monday
2023-05-27,466,162,194.61,Asia,31526.820000000003,2023Q2,5,Saturday
2023-12-03,207,115,140.46,Asia,16152.900000000001,2023Q4,12,Sunday
2023-08-05,941,391,45.3,Europe,17712.3,2023Q3,8,Saturday
2023-07-30,337,40,65.32,Europe,2612.7999999999997,2023Q3,7,Sunday
2023-02-18,463,79,40.97,Asia,3236.63,2023Q1,2,Saturday
2023-04-04,438,233,65.32,Asia,15219.559999999998,2023Q2,4,Tuesday
2023-04-22,632,369,175.66,Africa,64818.54,2023Q2,4,Saturday
2023-05-23,341,13,139.3,Africa,1810.9,2023Q2,5,Tuesday
2023-10-21,863,417,57.36,Asia,23919.12,2023Q4,10,Saturday
2023-03-05,469,406,71.71,North America,29114.26,2023Q1,3,Sunday
2023-09-06,431,228,85.95,South America,19596.600000000002,2023Q3,9,Wednesday
2023-11-04,613,104,115.85,Asia,12048.4,2023Q4,11,Saturday
2023-11-12,770,418,8.55,Europe,3573.9,2023Q4,11,Sunday
2023-04-06,204,22,133.07,North America,2927.54,2023Q2,4,Thursday
2023-06-04,955,513,140.88,Africa,72271.44,2023Q2,6,Sunday
2023-07-01,748,188,172.21,Australia,32375.480000000003,2023Q3,7,Saturday
2023-07-26,351,7,109.48,Africa,766.36,2023Q3,7,Wednesday
2023-12-13,184,62,136.44,Australia,8459.28,2023Q4,12,Wednesday
2023-12-10,318,243,9.67,Europe,2349.81,2023Q4,12,Sunday
2023-08-09,736,253,36.05,Australia,9120.65,2023Q3,8,Wednesday
2023-11-26,90,74,11.93,Asia,882.8199999999999,2023Q4,11,Sunday
2023-07-11,974,36,139.73,North America,5030.28,2023Q3,7,Tuesday
2023-02-08,878,64,164.24,Africa,10511.36,2023Q1,2,Wednesday
2023-06-30,518,257,41.23,South America,10596.109999999999,2023Q2,6,Friday
2023-09-11,789,439,162.79,Australia,71464.81,2023Q3,9,Monday
2023-03-03,364,66,198.75,Africa,13117.5,2023Q1,3,Friday
2023-12-19,739,218,23.09,Africa,5033.62,2023Q4,12,Tuesday
2023-07-18,478,336,92.04,North America,30925.440000000002,2023Q3,7,Tuesday
2023-02-03,378,211,60.71,South America,12809.81,2023Q1,2,Friday
2023-05-13,309,107,166.97,Asia,17865.79,2023Q2,5,Saturday
2023-10-13,590,222,80.59,South America,17890.98,2023Q4,10,Friday
2023-01-07,760,704,62.0,Africa,43648.0,2023Q1,1,Saturday
2023-04-15,610,560,81.74,Asia,45774.399999999994,2023Q2,4,Saturday
2023-12-30,983,512,108.64,South America,55623.68,2023Q4,12,Saturday
2023-01-17,829,579,29.94,North America,17335.260000000002,2023Q1,1,Tuesday
2023-03-31,528,91,53.42,South America,4861.22,2023Q1,3,Friday
2023-05-22,810,225,140.17,Asia,31538.249999999996,2023Q2,5,Monday
2023-12-03,926,60,130.15,South America,7809.0,2023Q4,12,Sunday
2023-10-11,419,235,19.08,North America,4483.799999999999,2023Q4,10,Wednesday
2023-06-07,360,353,165.68,Asia,58485.04,2023Q2,6,Wednesday
2023-04-21,812,759,41.71,Africa,31657.89,2023Q2,4,Friday
2023-05-17,263,19,37.88,Australia,719.72,2023Q2,5,Wednesday
2023-04-16,756,300,105.28,Australia,31584.0,2023Q2,4,Sunday
2023-07-25,349,245,73.94,Europe,18115.3,2023Q3,7,Tuesday
2023-06-18,292,52,114.16,Asia,5936.32,2023Q2,6,Sunday
2023-04-21,802,46,151.31,Europe,6960.26,2023Q2,4,Friday
2023-01-14,228,218,30.02,North America,6544.36,2023Q1,1,Saturday
2023-01-08,366,329,80.47,Europe,26474.63,2023Q1,1,Sunday
2023-10-28,420,125,154.84,Europe,19355.0,2023Q4,10,Saturday
2023-08-23,690,587,139.75,Australia,82033.25,2023Q3,8,Wednesday
2023-10-14,854,205,92.15,Australia,18890.75,2023Q4,10,Saturday
2023-07-23,233,143,182.73,Australia,26130.39,2023Q3,7,Sunday
2023-03-30,828,68,153.85,South America,10461.8,2023Q1,3,Thursday
2023-07-01,476,182,141.26,North America,25709.32,2023Q3,7,Saturday
2023-09-18,610,361,191.3,South America,69059.3,2023Q3,9,Monday
2023-11-25,583,5,73.39,North America,366.95,2023Q4,11,Saturday
2023-07-16,498,495,9.94,South America,4920.3,2023Q3,7,Sunday
2023-12-08,426,291,63.82,North America,18571.62,2023Q4,12,Friday
2023-03-15,247,130,119.9,Asia,15587.0,2023Q1,3,Wednesday
2023-12-07,134,120,112.4,South America,13488.0,2023Q4,12,Thursday
2023-03-23,646,583,162.64,Asia,94819.12,2023Q1,3,Thursday
2023-09-18,835,310,66.5,Europe,20615.0,2023Q3,9,Monday
2023-08-30,726,615,128.57,Europe,79070.55,2023Q3,8,Wednesday
2023-09-17,215,128,176.47,South America,22588.16,2023Q3,9,Sunday
2023-08-21,308,170,43.88,Europe,7459.6,2023Q3,8,Monday
2023-06-05,405,372,85.94,Africa,31969.68,2023Q2,6,Monday
2023-02-02,778,99,49.42,Europe,4892.58,2023Q1,2,Thursday
2023-09-16,988,477,9.19,Africa,4383.63,2023Q3,9,Saturday
2023-06-27,430,247,142.06,Asia,35088.82,2023Q2,6,Tuesday
2023-06-27,504,339,125.43,Asia,42520.770000000004,2023Q2,6,Tuesday
2023-11-02,816,617,148.19,Europe,91433.23,2023Q4,11,Thursday
2023-09-14,849,721,125.15,Europe,90233.15000000001,2023Q3,9,Thursday
2023-08-22,399,245,90.74,Australia,22231.3,2023Q3,8,Tuesday
2023-03-24,315,236,165.82,Australia,39133.52,2023Q1,3,Friday
2023-05-24,13,9,41.69,Africa,375.21,2023Q2,5,Wednesday
2023-09-14,697,493,102.7,Africa,50631.1,2023Q3,9,Thursday
2023-03-07,271,109,116.77,Africa,12727.93,2023Q1,3,Tuesday
2023-04-30,634,120,67.32,North America,8078.4,2023Q2,4,Sunday
2023-12-04,175,37,193.72,Australia,7167.64,2023Q4,12,Monday
2023-11-12,885,560,63.46,South America,35537.6,2023Q4,11,Sunday
2023-12-06,173,165,183.66,Asia,30303.899999999998,2023Q4,12,Wednesday
2023-07-14,365,251,113.42,North America,28468.420000000002,2023Q3,7,Friday
2023-03-13,162,80,63.62,Africa,5089.599999999999,2023Q1,3,Monday
2023-05-07,324,318,80.0,Africa,25440.0,2023Q2,5,Sunday
2023-01-14,715,622,45.32,Asia,28189.04,2023Q1,1,Saturday
2023-12-22,795,337,70.91,South America,23896.67,2023Q4,12,Friday
2023-11-06,802,127,6.57,South America,834.39,2023Q4,11,Monday
2023-04-20,661,206,138.17,Europe,28463.019999999997,2023Q2,4,Thursday
2023-06-13,607,503,77.15,Africa,38806.450000000004,2023Q2,6,Tuesday
2023-04-09,226,183,143.59,Africa,26276.97,2023Q2,4,Sunday
2023-05-05,220,127,187.88,Europe,23860.76,2023Q2,5,Friday
2023-11-16,725,710,190.66,Australia,135368.6,2023Q4,11,Thursday
2023-12-07,198,28,21.05,Africa,589.4,2023Q4,12,Thursday
2023-01-27,508,436,97.43,Europe,42479.48,2023Q1,1,Friday
2023-07-29,771,168,53.71,Europe,9023.28,2023Q3,7,Saturday
2023-09-30,704,94,180.69,Australia,16984.86,2023Q3,9,Saturday
2023-02-18,991,798,159.67,South America,127416.65999999999,2023Q1,2,Saturday
2023-05-28,793,218,118.33,South America,25795.94,2023Q2,5,Sunday
2023-11-20,538,183,30.53,South America,5586.99,2023Q4,11,Monday
2023-10-15,555,43,198.88,North America,8551.84,2023Q4,10,Sunday
2023-11-01,968,667,133.98,North America,89364.65999999999,2023Q4,11,Wednesday
2023-05-28,184,81,149.26,South America,12090.06,2023Q2,5,Sunday
2023-07-04,535,123,74.14,Australia,9119.22,2023Q3,7,Tuesday
2023-07-04,782,477,193.81,North America,92447.37,2023Q3,7,Tuesday
2023-11-13,132,38,124.37,South America,4726.06,2023Q4,11,Monday
2023-02-28,375,174,65.93,Australia,11471.820000000002,2023Q1,2,Tuesday
2023-04-09,593,180,138.36,Australia,24904.800000000003,2023Q2,4,Sunday
2023-01-19,687,272,19.19,South America,5219.68,2023Q1,1,Thursday
2023-09-29,176,82,5.54,Australia,454.28000000000003,2023Q3,9,Friday
2023-06-02,348,284,101.65,Australia,28868.600000000002,2023Q2,6,Friday
2023-12-31,793,344,103.14,Asia,35480.16,2023Q4,12,Sunday
2023-10-24,333,96,108.37,Asia,10403.52,2023Q4,10,Tuesday
2023-11-12,77,23,97.0,Africa,2231.0,2023Q4,11,Sunday
2023-03-30,182,170,56.07,South America,9531.9,2023Q1,3,Thursday
2023-04-02,851,539,82.69,Australia,44569.909999999996,2023Q2,4,Sunday
2023-05-04,19,19,160.11,Europe,3042.09,2023Q2,5,Thursday
2023-12-15,836,763,32.91,Africa,25110.329999999998,2023Q4,12,Friday
2023-12-05,835,79,61.96,Europe,4894.84,2023Q4,12,Tuesday
2023-02-09,288,36,15.65,Australia,563.4,2023Q1,2,Thursday
2023-10-27,505,300,34.05,North America,10215.0,2023Q4,10,Friday
2023-02-06,34,10,61.22,North America,612.2,2023Q1,2,Monday
2023-11-25,523,61,82.04,Australia,5004.4400000000005,2023Q4,11,Saturday
2023-11-15,743,369,107.22,South America,39564.18,2023Q4,11,Wednesday
2023-03-19,162,13,88.76,South America,1153.88,2023Q1,3,Sunday
2023-03-14,188,78,112.89,North America,8805.42,2023Q1,3,Tuesday
2023-06-22,130,41,138.13,South America,5663.33,2023Q2,6,Thursday
2023-10-07,416,247,182.82,North America,45156.54,2023Q4,10,Saturday
2023-04-06,649,374,171.69,Asia,64212.06,2023Q2,4,Thursday
2023-02-17,754,466,31.03,North America,14459.980000000001,2023Q1,2,Friday
2023-09-05,678,207,143.63,Africa,29731.41,2023Q3,9,Tuesday
2023-06-11,707,707,146.79,Asia,103780.53,2023Q2,6,Sunday
2023-10-01,253,81,138.47,North America,11216.07,2023Q4,10,Sunday
2023-05-19,940,700,157.79,Australia,110453.0,2023Q2,5,Friday
2023-06-16,112,78,139.0,South America,10842.0,2023Q2,6,Friday
2023-12-29,220,189,178.3,Africa,33698.700000000004,2023Q4,12,Friday
2023-07-28,854,245,133.38,Africa,32678.1,2023Q3,7,Friday
2023-11-01,723,365,31.0,Australia,11315.0,2023Q4,11,Wednesday
2023-02-19,184,153,133.25,Asia,20387.25,2023Q1,2,Sunday
2023-07-13,497,188,57.46,Europe,10802.48,2023Q3,7,Thursday
2023-08-14,61,26,65.76,South America,1709.7600000000002,2023Q3,8,Monday
2023-05-04,816,497,68.59,Europe,34089.23,2023Q2,5,Thursday
2023-11-12,191,109,170.83,Africa,18620.47,2023Q4,11,Sunday
2023-11-04,556,216,137.31,Europe,29658.96,2023Q4,11,Saturday
2023-04-22,146,102,120.26,Europe,12266.52,2023Q2,4,Saturday
2023-12-08,891,683,189.19,North America,129216.77,2023Q4,12,Friday
2023-08-08,526,160,136.52,South America,21843.2,2023Q3,8,Tuesday
2023-03-02,188,37,45.65,Africa,1689.05,2023Q1,3,Thursday
2023-11-05,545,403,83.4,Africa,33610.200000000004,2023Q4,11,Sunday
2023-10-25,637,411,53.63,South America,22041.93,2023Q4,10,Wednesday
2023-08-07,324,163,197.89,South America,32256.069999999996,2023Q3,8,Monday
2023-02-25,414,115,85.32,Asia,9811.8,2023Q1,2,Saturday
2023-08-01,643,209,47.53,South America,9933.77,2023Q3,8,Tuesday
2023-12-19,600,193,161.12,South America,31096.16,2023Q4,12,Tuesday
2023-01-20,75,34,79.15,Africa,2691.1000000000004,2023Q1,1,Friday
2023-07-31,829,269,179.66,Asia,48328.54,2023Q3,7,Monday
2023-12-07,549,328,6.67,North America,2187.7599999999998,2023Q4,12,Thursday
2023-09-07,852,224,46.89,Australia,10503.36,2023Q3,9,Thursday
2023-12-25,496,381,142.84,Europe,54422.04,2023Q4,12,Monday
2023-02-05,162,157,25.39,Europe,3986.23,2023Q1,2,Sunday
2023-03-08,691,482,103.13,Australia,49708.659999999996,2023Q1,3,Wednesday
2023-06-08,328,252,193.78,Africa,48832.56,2023Q2,6,Thursday
2023-07-08,635,399,145.4,Australia,58014.600000000006,2023Q3,7,Saturday
2023-11-20,962,96,140.78,Australia,13514.880000000001,2023Q4,11,Monday
2023-03-08,504,33,95.8,Africa,3161.4,2023Q1,3,Wednesday
2023-01-11,206,56,73.86,South America,4136.16,2023Q1,1,Wednesday
2023-06-15,799,378,87.95,North America,33245.1,2023Q2,6,Thursday
2023-01-02,241,59,58.29,Europe,3439.11,2023Q1,1,Monday
2023-08-24,854,624,116.88,Europe,72933.12,2023Q3,8,Thursday
2023-05-13,387,131,46.8,Europe,6130.799999999999,2023Q2,5,Saturday
2023-03-23,703,247,61.28,Australia,15136.16,2023Q1,3,Thursday
